relative_path,subject,label,scenario,repetition
sub6\Near_Falls\AXM_CS_trial6.xlsx,sub6,Near_Fall,CS,6
sub6\Near_Falls\AXM_HB_trial2.xlsx,sub6,Near_Fall,HB,2
sub6\Near_Falls\AXM_HB_trial3.xlsx,sub6,Near_Fall,HB,3
sub6\Near_Falls\AXM_HB_trial6.xlsx,sub6,Near_Fall,HB,6
sub6\Near_Falls\AXM_ITRS_trial2.xlsx,sub6,Near_Fall,ITRS,2
sub6\Near_Falls\AXM_ITRS_trial5.xlsx,sub6,Near_Fall,ITRS,5
sub6\Near_Falls\AXM_ITRS_trial6.xlsx,sub6,Near_Fall,ITRS,6
sub6\Near_Falls\AXM_slip_trial3.xlsx,sub6,Near_Fall,slip,3
sub6\Near_Falls\AXM_slip_trial4.xlsx,sub6,Near_Fall,slip,4
sub6\Near_Falls\AXM_slip_trial5.xlsx,sub6,Near_Fall,slip,5
sub6\Near_Falls\AXM_trip_trial1.xlsx,sub6,Near_Fall,trip,1
sub6\Near_Falls\AXM_trip_trial5.xlsx,sub6,Near_Fall,trip,5
sub6\Near_Falls\AXM_trip_trial6.xlsx,sub6,Near_Fall,trip,6
sub7\ADLs\HXE_AS_trial1.xlsx,sub7,ADL,AS,1
sub7\ADLs\HXE_AS_trial2.xlsx,sub7,ADL,AS,2
sub7\ADLs\HXE_AS_trial3.xlsx,sub7,ADL,AS,3
sub7\ADLs\HXE_DS_trial1.xlsx,sub7,ADL,DS,1
sub7\ADLs\HXE_DS_trial2.xlsx,sub7,ADL,DS,2
sub7\ADLs\HXE_DS_trial3.xlsx,sub7,ADL,DS,3
sub7\ADLs\HXE_DSL_trial1.xlsx,sub7,ADL,DSL,1
sub7\ADLs\HXE_DSL_trial2.xlsx,sub7,ADL,DSL,2
sub7\ADLs\HXE_DSL_trial3.xlsx,sub7,ADL,DSL,3
sub7\ADLs\HXE_DSS_trial1.xlsx,sub7,ADL,DSS,1
sub7\ADLs\HXE_DSS_trial2.xlsx,sub7,ADL,DSS,2
sub7\ADLs\HXE_DSS_trial3.xlsx,sub7,ADL,DSS,3
sub7\ADLs\HXE_NW_trial1.xlsx,sub7,ADL,NW,1
sub7\ADLs\HXE_NW_trial2.xlsx,sub7,ADL,NW,2
sub7\ADLs\HXE_NW_trial3.xlsx,sub7,ADL,NW,3
sub7\ADLs\HXE_POG_trial1.xlsx,sub7,ADL,POG,1
sub7\ADLs\HXE_POG_trial2.xlsx,sub7,ADL,POG,2
sub7\ADLs\HXE_POG_trial3.xlsx,sub7,ADL,POG,3
sub7\ADLs\HXE_RSS_trial1.xlsx,sub7,ADL,RSS,1
sub7\ADLs\HXE_RSS_trial2.xlsx,sub7,ADL,RSS,2
sub7\ADLs\HXE_RSS_trial3.xlsx,sub7,ADL,RSS,3
sub7\ADLs\HXE_SQ_trial1.xlsx,sub7,ADL,SQ,1
sub7\ADLs\HXE_SQ_trial2.xlsx,sub7,ADL,SQ,2
sub7\ADLs\HXE_SQ_trial3.xlsx,sub7,ADL,SQ,3
sub7\Falls\HXE_CS_trial3.xlsx,sub7,Fall,CS,3
sub7\Falls\HXE_CS_trial4.xlsx,sub7,Fall,CS,4
sub7\Falls\HXE_CS_trial5.xlsx,sub7,Fall,CS,5
sub7\Falls\HXE_HB_trial1.xlsx,sub7,Fall,HB,1
sub7\Falls\HXE_HB_trial3.xlsx,sub7,Fall,HB,3
sub7\Falls\HXE_HB_trial4.xlsx,sub7,Fall,HB,4
sub7\Falls\HXE_ITDS_trial1.xlsx,sub7,Fall,ITDS,1
sub7\Falls\HXE_ITDS_trial2.xlsx,sub7,Fall,ITDS,2
sub7\Falls\HXE_ITDS_trial3.xlsx,sub7,Fall,ITDS,3
sub7\Falls\HXE_ITRS_trial1.xlsx,sub7,Fall,ITRS,1
sub7\Falls\HXE_ITRS_trial2.xlsx,sub7,Fall,ITRS,2
sub7\Falls\HXE_ITRS_trial4.xlsx,sub7,Fall,ITRS,4
sub7\Falls\HXE_LCC_trial1.xlsx,sub7,Fall,LCC,1
sub7\Falls\HXE_LCC_trial2.xlsx,sub7,Fall,LCC,2
sub7\Falls\HXE_LCC_trial3.xlsx,sub7,Fall,LCC,3
sub7\Falls\HXE_slip_trial1.xlsx,sub7,Fall,slip,1
sub7\Falls\HXE_slip_trial2.xlsx,sub7,Fall,slip,2
sub7\Falls\HXE_slip_trial3.xlsx,sub7,Fall,slip,3
sub7\Falls\HXE_trip_trial1.xlsx,sub7,Fall,trip,1
sub7\Falls\HXE_trip_trial3.xlsx,sub7,Fall,trip,3
sub7\Falls\HXE_trip_trial4.xlsx,sub7,Fall,trip,4
sub7\Near_Falls\HXE_CS_trial1.xlsx,sub7,Near_Fall,CS,1
sub7\Near_Falls\HXE_CS_trial2.xlsx,sub7,Near_Fall,CS,2
sub7\Near_Falls\HXE_CS_trial6.xlsx,sub7,Near_Fall,CS,6
sub7\Near_Falls\HXE_HB_trial2.xlsx,sub7,Near_Fall,HB,2
sub7\Near_Falls\HXE_HB_trial5.xlsx,sub7,Near_Fall,HB,5
sub7\Near_Falls\HXE_HB_trial6.xlsx,sub7,Near_Fall,HB,6
sub7\Near_Falls\HXE_ITRS_trial3.xlsx,sub7,Near_Fall,ITRS,3
sub7\Near_Falls\HXE_ITRS_trial6.xlsx,sub7,Near_Fall,ITRS,6
sub7\Near_Falls\HXE_ITRS_trial7.xlsx,sub7,Near_Fall,ITRS,7
sub7\Near_Falls\HXE_slip_trial4.xlsx,sub7,Near_Fall,slip,4
sub7\Near_Falls\HXE_slip_trial5.xlsx,sub7,Near_Fall,slip,5
sub7\Near_Falls\HXE_slip_trial6.xlsx,sub7,Near_Fall,slip,6
sub7\Near_Falls\HXE_trip_trial2.xlsx,sub7,Near_Fall,trip,2
sub7\Near_Falls\HXE_trip_trial5.xlsx,sub7,Near_Fall,trip,5
sub7\Near_Falls\HXE_trip_trial6.xlsx,sub7,Near_Fall,trip,6
sub8\ADLs\RXV_AS_trial1.xlsx,sub8,ADL,AS,1
sub8\ADLs\RXV_AS_trial2.xlsx,sub8,ADL,AS,2
sub8\ADLs\RXV_AS_trial3.xlsx,sub8,ADL,AS,3
sub8\ADLs\RXV_DS_trial1.xlsx,sub8,ADL,DS,1
sub8\ADLs\RXV_DS_trial2.xlsx,sub8,ADL,DS,2
sub8\ADLs\RXV_DS_trial3.xlsx,sub8,ADL,DS,3
sub8\ADLs\RXV_DSL_trial1.xlsx,sub8,ADL,DSL,1
sub8\ADLs\RXV_DSL_trial2.xlsx,sub8,ADL,DSL,2
sub8\ADLs\RXV_DSL_trial3.xlsx,sub8,ADL,DSL,3
sub8\ADLs\RXV_DSS_trial1.xlsx,sub8,ADL,DSS,1
sub8\ADLs\RXV_DSS_trial2.xlsx,sub8,ADL,DSS,2
sub8\ADLs\RXV_DSS_trial3.xlsx,sub8,ADL,DSS,3
sub8\ADLs\RXV_NW_trial1.xlsx,sub8,ADL,NW,1
sub8\ADLs\RXV_NW_trial2.xlsx,sub8,ADL,NW,2
sub8\ADLs\RXV_NW_trial3.xlsx,sub8,ADL,NW,3
sub8\ADLs\RXV_POG_trial1.xlsx,sub8,ADL,POG,1
sub8\ADLs\RXV_POG_trial2.xlsx,sub8,ADL,POG,2
sub8\ADLs\RXV_POG_trial3.xlsx,sub8,ADL,POG,3
sub8\ADLs\RXV_RSS_trial1.xlsx,sub8,ADL,RSS,1
sub8\ADLs\RXV_RSS_trial2.xlsx,sub8,ADL,RSS,2
sub8\ADLs\RXV_RSS_trial3.xlsx,sub8,ADL,RSS,3
sub8\ADLs\RXV_SQ_trial1.xlsx,sub8,ADL,SQ,1
sub8\ADLs\RXV_SQ_trial2.xlsx,sub8,ADL,SQ,2
sub8\ADLs\RXV_SQ_trial3.xlsx,sub8,ADL,SQ,3
sub8\Falls\RXV_CS_trial1.xlsx,sub8,Fall,CS,1
sub8\Falls\RXV_CS_trial4.xlsx,sub8,Fall,CS,4
sub8\Falls\RXV_CS_trial6.xlsx,sub8,Fall,CS,6
sub8\Falls\RXV_HB_trial2.xlsx,sub8,Fall,HB,2
sub8\Falls\RXV_HB_trial3.xlsx,sub8,Fall,HB,3
sub8\Falls\RXV_HB_trial5.xlsx,sub8,Fall,HB,5
sub8\Falls\RXV_ITDS_trial1.xlsx,sub8,Fall,ITDS,1
sub8\Falls\RXV_ITDS_trial2.xlsx,sub8,Fall,ITDS,2
sub8\Falls\RXV_ITDS_trial3.xlsx,sub8,Fall,ITDS,3
sub8\Falls\RXV_ITRS_trial1.xlsx,sub8,Fall,ITRS,1
sub8\Falls\RXV_ITRS_trial3.xlsx,sub8,Fall,ITRS,3
sub8\Falls\RXV_ITRS_trial4.xlsx,sub8,Fall,ITRS,4
sub8\Falls\RXV_LCC_trial1.xlsx,sub8,Fall,LCC,1
sub8\Falls\RXV_LCC_trial2.xlsx,sub8,Fall,LCC,2
sub8\Falls\RXV_LCC_trial3.xlsx,sub8,Fall,LCC,3
sub8\Falls\RXV_slip_trial1.xlsx,sub8,Fall,slip,1
sub8\Falls\RXV_slip_trial2.xlsx,sub8,Fall,slip,2
sub8\Falls\RXV_slip_trial6.xlsx,sub8,Fall,slip,6
sub8\Falls\RXV_trip_trial1.xlsx,sub8,Fall,trip,1
sub8\Falls\RXV_trip_trial3.xlsx,sub8,Fall,trip,3
sub8\Falls\RXV_trip_trial6.xlsx,sub8,Fall,trip,6
sub8\Near_Falls\RXV_CS_trial2.xlsx,sub8,Near_Fall,CS,2
sub8\Near_Falls\RXV_CS_trial3.xlsx,sub8,Near_Fall,CS,3
sub8\Near_Falls\RXV_CS_trial5.xlsx,sub8,Near_Fall,CS,5
sub8\Near_Falls\RXV_HB_trial1.xlsx,sub8,Near_Fall,HB,1
sub8\Near_Falls\RXV_HB_trial4.xlsx,sub8,Near_Fall,HB,4
sub8\Near_Falls\RXV_HB_trial6.xlsx,sub8,Near_Fall,HB,6
sub8\Near_Falls\RXV_ITRS_trial2.xlsx,sub8,Near_Fall,ITRS,2
sub8\Near_Falls\RXV_ITRS_trial5.xlsx,sub8,Near_Fall,ITRS,5
sub8\Near_Falls\RXV_ITRS_trial6.xlsx,sub8,Near_Fall,ITRS,6
sub8\Near_Falls\RXV_slip_trial3.xlsx,sub8,Near_Fall,slip,3
sub8\Near_Falls\RXV_slip_trial4.xlsx,sub8,Near_Fall,slip,4
sub8\Near_Falls\RXV_slip_trial5.xlsx,sub8,Near_Fall,slip,5
sub8\Near_Falls\RXV_trip_trial2.xlsx,sub8,Near_Fall,trip,2
sub8\Near_Falls\RXV_trip_trial4.xlsx,sub8,Near_Fall,trip,4
sub8\Near_Falls\RXV_trip_trial5.xlsx,sub8,Near_Fall,trip,5
sub9\ADLs\SXT_AS_trial1.xlsx,sub9,ADL,AS,1
sub9\ADLs\SXT_AS_trial2.xlsx,sub9,ADL,AS,2
sub9\ADLs\SXT_AS_trial3.xlsx,sub9,ADL,AS,3
sub9\ADLs\SXT_DS_trial1.xlsx,sub9,ADL,DS,1
sub9\ADLs\SXT_DS_trial2.xlsx,sub9,ADL,DS,2
sub9\ADLs\SXT_DS_trial3.xlsx,sub9,ADL,DS,3
sub9\ADLs\SXT_DSL_trial1.xlsx,sub9,ADL,DSL,1
sub9\ADLs\SXT_DSL_trial2.xlsx,sub9,ADL,DSL,2
sub9\ADLs\SXT_DSL_trial3.xlsx,sub9,ADL,DSL,3
sub9\ADLs\SXT_DSS_trial1.xlsx,sub9,ADL,DSS,1
sub9\ADLs\SXT_DSS_trial2.xlsx,sub9,ADL,DSS,2
sub9\ADLs\SXT_DSS_trial3.xlsx,sub9,ADL,DSS,3
sub9\ADLs\SXT_NW_trial1.xlsx,sub9,ADL,NW,1
sub9\ADLs\SXT_NW_trial2.xlsx,sub9,ADL,NW,2
sub9\ADLs\SXT_NW_trial3.xlsx,sub9,ADL,NW,3
sub9\ADLs\SXT_POG_trial1.xlsx,sub9,ADL,POG,1
sub9\ADLs\SXT_POG_trial2.xlsx,sub9,ADL,POG,2
sub9\ADLs\SXT_POG_trial3.xlsx,sub9,ADL,POG,3
sub9\ADLs\SXT_RSS_trial1.xlsx,sub9,ADL,RSS,1
sub9\ADLs\SXT_RSS_trial2.xlsx,sub9,ADL,RSS,2
sub9\ADLs\SXT_RSS_trial3.xlsx,sub9,ADL,RSS,3
sub9\ADLs\SXT_SQ_trial1.xlsx,sub9,ADL,SQ,1
sub9\ADLs\SXT_SQ_trial2.xlsx,sub9,ADL,SQ,2
sub9\ADLs\SXT_SQ_trial3.xlsx,sub9,ADL,SQ,3
sub9\Falls\SXT_CS_trial1.xlsx,sub9,Fall,CS,1
sub9\Falls\SXT_CS_trial2.xlsx,sub9,Fall,CS,2
sub9\Falls\SXT_CS_trial4.xlsx,sub9,Fall,CS,4
sub9\Falls\SXT_HB_trial2.xlsx,sub9,Fall,HB,2
sub9\Falls\SXT_HB_trial3.xlsx,sub9,Fall,HB,3
sub9\Falls\SXT_HB_trial6.xlsx,sub9,Fall,HB,6
sub9\Falls\SXT_ITDS_trial1.xlsx,sub9,Fall,ITDS,1
sub9\Falls\SXT_ITDS_trial2.xlsx,sub9,Fall,ITDS,2
sub9\Falls\SXT_ITDS_trial3.xlsx,sub9,Fall,ITDS,3
sub9\Falls\SXT_ITRS_trial1.xlsx,sub9,Fall,ITRS,1
sub9\Falls\SXT_ITRS_trial2.xlsx,sub9,Fall,ITRS,2
sub9\Falls\SXT_ITRS_trial4.xlsx,sub9,Fall,ITRS,4
sub9\Falls\SXT_LCC_trial1.xlsx,sub9,Fall,LCC,1
sub9\Falls\SXT_LCC_trial2.xlsx,sub9,Fall,LCC,2
sub9\Falls\SXT_LCC_trial3.xlsx,sub9,Fall,LCC,3
sub9\Falls\SXT_slip_trial1.xlsx,sub9,Fall,slip,1
sub9\Falls\SXT_slip_trial2.xlsx,sub9,Fall,slip,2
sub9\Falls\SXT_slip_trial4.xlsx,sub9,Fall,slip,4
sub9\Falls\SXT_trip_trial1.xlsx,sub9,Fall,trip,1
sub9\Falls\SXT_trip_trial2.xlsx,sub9,Fall,trip,2
sub9\Falls\SXT_trip_trial4.xlsx,sub9,Fall,trip,4
sub9\Near_Falls\SXT_CS_trial3.xlsx,sub9,Near_Fall,CS,3
sub9\Near_Falls\SXT_CS_trial5.xlsx,sub9,Near_Fall,CS,5
sub9\Near_Falls\SXT_CS_trial6.xlsx,sub9,Near_Fall,CS,6
sub9\Near_Falls\SXT_HB_trial1.xlsx,sub9,Near_Fall,HB,1
sub9\Near_Falls\SXT_HB_trial4.xlsx,sub9,Near_Fall,HB,4
sub9\Near_Falls\SXT_HB_trial5.xlsx,sub9,Near_Fall,HB,5
sub9\Near_Falls\SXT_ITRS_trial3.xlsx,sub9,Near_Fall,ITRS,3
sub9\Near_Falls\SXT_ITRS_trial5.xlsx,sub9,Near_Fall,ITRS,5
sub9\Near_Falls\SXT_ITRS_trial6.xlsx,sub9,Near_Fall,ITRS,6
sub9\Near_Falls\SXT_slip_trial3.xlsx,sub9,Near_Fall,slip,3
sub9\Near_Falls\SXT_slip_trial5.xlsx,sub9,Near_Fall,slip,5
sub9\Near_Falls\SXT_slip_trial6.xlsx,sub9,Near_Fall,slip,6
sub9\Near_Falls\SXT_trip_trial3.xlsx,sub9,Near_Fall,trip,3
sub9\Near_Falls\SXT_trip_trial5.xlsx,sub9,Near_Fall,trip,5
sub9\Near_Falls\SXT_trip_trial6.xlsx,sub9,Near_Fall,trip,6
sub10\ADLs\VXM_AS_trial1.xlsx,sub10,ADL,AS,1
sub10\ADLs\VXM_AS_trial2.xlsx,sub10,ADL,AS,2
sub10\ADLs\VXM_AS_trial3.xlsx,sub10,ADL,AS,3
sub10\ADLs\VXM_DS_trial1.xlsx,sub10,ADL,DS,1
sub10\ADLs\VXM_DS_trial2.xlsx,sub10,ADL,DS,2
sub10\ADLs\VXM_DS_trial3.xlsx,sub10,ADL,DS,3
sub10\ADLs\VXM_DSL_trial1.xlsx,sub10,ADL,DSL,1
sub10\ADLs\VXM_DSL_trial2.xlsx,sub10,ADL,DSL,2
sub10\ADLs\VXM_DSL_trial3.xlsx,sub10,ADL,DSL,3
sub10\ADLs\VXM_DSS_trial1.xlsx,sub10,ADL,DSS,1
sub10\ADLs\VXM_DSS_trial2.xlsx,sub10,ADL,DSS,2
sub10\ADLs\VXM_DSS_trial3.xlsx,sub10,ADL,DSS,3
sub10\ADLs\VXM_NW_trial1.xlsx,sub10,ADL,NW,1
sub10\ADLs\VXM_NW_trial2.xlsx,sub10,ADL,NW,2
sub10\ADLs\VXM_NW_trial3.xlsx,sub10,ADL,NW,3
sub10\ADLs\VXM_POG_trial1.xlsx,sub10,ADL,POG,1
sub10\ADLs\VXM_POG_trial2.xlsx,sub10,ADL,POG,2
sub10\ADLs\VXM_POG_trial3.xlsx,sub10,ADL,POG,3
sub10\ADLs\VXM_RSS_trial1.xlsx,sub10,ADL,RSS,1
sub10\ADLs\VXM_RSS_trial2.xlsx,sub10,ADL,RSS,2
sub10\ADLs\VXM_RSS_trial3.xlsx,sub10,ADL,RSS,3
sub10\ADLs\VXM_SQ_trial1.xlsx,sub10,ADL,SQ,1
sub10\ADLs\VXM_SQ_trial2.xlsx,sub10,ADL,SQ,2
sub10\ADLs\VXM_SQ_trial3.xlsx,sub10,ADL,SQ,3
sub10\Falls\VXM_CS_trial2.xlsx,sub10,Fall,CS,2
sub10\Falls\VXM_CS_trial3.xlsx,sub10,Fall,CS,3
sub10\Falls\VXM_CS_trial4.xlsx,sub10,Fall,CS,4
sub10\Falls\VXM_HB_trial2.xlsx,sub10,Fall,HB,2
sub10\Falls\VXM_HB_trial3.xlsx,sub10,Fall,HB,3
sub10\Falls\VXM_HB_trial5.xlsx,sub10,Fall,HB,5
sub10\Falls\VXM_ITDS_trial1.xlsx,sub10,Fall,ITDS,1
sub10\Falls\VXM_ITDS_trial2.xlsx,sub10,Fall,ITDS,2
sub10\Falls\VXM_ITDS_trial3.xlsx,sub10,Fall,ITDS,3
sub10\Falls\VXM_ITRS_trial1.xlsx,sub10,Fall,ITRS,1
sub10\Falls\VXM_ITRS_trial2.xlsx,sub10,Fall,ITRS,2
sub10\Falls\VXM_ITRS_trial4.xlsx,sub10,Fall,ITRS,4
sub10\Falls\VXM_LCC_trial1.xlsx,sub10,Fall,LCC,1
sub10\Falls\VXM_LCC_trial2.xlsx,sub10,Fall,LCC,2
sub10\Falls\VXM_LCC_trial3.xlsx,sub10,Fall,LCC,3
sub10\Falls\VXM_slip_trial1.xlsx,sub10,Fall,slip,1
sub10\Falls\VXM_slip_trial2.xlsx,sub10,Fall,slip,2
sub10\Falls\VXM_slip_trial5.xlsx,sub10,Fall,slip,5
sub10\Falls\VXM_trip_trial1.xlsx,sub10,Fall,trip,1
sub10\Falls\VXM_trip_trial4.xlsx,sub10,Fall,trip,4
sub10\Falls\VXM_trip_trial5.xlsx,sub10,Fall,trip,5
sub10\Near_Falls\VXM_CS_trial1.xlsx,sub10,Near_Fall,CS,1
sub10\Near_Falls\VXM_CS_trial5.xlsx,sub10,Near_Fall,CS,5
sub10\Near_Falls\VXM_CS_trial6.xlsx,sub10,Near_Fall,CS,6
sub10\Near_Falls\VXM_HB_trial1.xlsx,sub10,Near_Fall,HB,1
sub10\Near_Falls\VXM_HB_trial4.xlsx,sub10,Near_Fall,HB,4
sub10\Near_Falls\VXM_HB_trial6.xlsx,sub10,Near_Fall,HB,6
sub10\Near_Falls\VXM_ITRS_trial3.xlsx,sub10,Near_Fall,ITRS,3
sub10\Near_Falls\VXM_ITRS_trial5.xlsx,sub10,Near_Fall,ITRS,5
sub10\Near_Falls\VXM_ITRS_trial6.xlsx,sub10,Near_Fall,ITRS,6
sub10\Near_Falls\VXM_slip_trial3.xlsx,sub10,Near_Fall,slip,3
sub10\Near_Falls\VXM_slip_trial4.xlsx,sub10,Near_Fall,slip,4
sub10\Near_Falls\VXM_slip_trial6.xlsx,sub10,Near_Fall,slip,6
sub10\Near_Falls\VXM_trip_trial2.xlsx,sub10,Near_Fall,trip,2
sub10\Near_Falls\VXM_trip_trial3.xlsx,sub10,Near_Fall,trip,3
sub10\Near_Falls\VXM_trip_trial6.xlsx,sub10,Near_Fall,trip,6
