subject,label,scenario,repetition,path
sub4,ADLs,NW,1,D:\00-FLagship Project\SFU-IMU Dataset\IMU Dataset\sub4\ADLs\AXJ_NW_trial1.xlsx
sub4,ADLs,NW,2,D:\00-FLagship Project\SFU-IMU Dataset\IMU Dataset\sub4\ADLs\AXJ_NW_trial2.xlsx
sub4,ADLs,NW,3,D:\00-FLagship Project\SFU-IMU Dataset\IMU Dataset\sub4\ADLs\AXJ_NW_trial3.xlsx
sub4,ADLs,POG,1,D:\00-FLagship Project\SFU-IMU Dataset\IMU Dataset\sub4\ADLs\AXJ_POG_trial1.xlsx
sub4,ADLs,POG,2,D:\00-FLagship Project\SFU-IMU Dataset\IMU Dataset\sub4\ADLs\AXJ_POG_trial2.xlsx
sub4,ADLs,POG,3,D:\00-FLagship Project\SFU-IMU Dataset\IMU Dataset\sub4\ADLs\AXJ_POG_trial3.xlsx
sub4,ADLs,RSS,1,D:\00-FLagship Project\SFU-IMU Dataset\IMU Dataset\sub4\ADLs\AXJ_RSS_trial1.xlsx
sub4,ADLs,RSS,2,D:\00-FLagship Project\SFU-IMU Dataset\IMU Dataset\sub4\ADLs\AXJ_RSS_trial2.xlsx
sub4,ADLs,RSS,3,D:\00-FLagship Project\SFU-IMU Dataset\IMU Dataset\sub4\ADLs\AXJ_RSS_trial3.xlsx
sub4,ADLs,SQ,1,D:\00-FLagship Project\SFU-IMU Dataset\IMU Dataset\sub4\ADLs\AXJ_SQ_trial1.xlsx
sub4,ADLs,SQ,2,D:\00-FLagship Project\SFU-IMU Dataset\IMU Dataset\sub4\ADLs\AXJ_SQ_trial2.xlsx
sub4,ADLs,SQ,3,D:\00-FLagship Project\SFU-IMU Dataset\IMU Dataset\sub4\ADLs\AXJ_SQ_trial3.xlsx
sub4,Falls,CS,1,D:\00-FLagship Project\SFU-IMU Dataset\IMU Dataset\sub4\Falls\AXJ_CS_trial1.xlsx
sub4,Falls,CS,2,D:\00-FLagship Project\SFU-IMU Dataset\IMU Dataset\sub4\Falls\AXJ_CS_trial2.xlsx
sub4,Falls,CS,4,D:\00-FLagship Project\SFU-IMU Dataset\IMU Dataset\sub4\Falls\AXJ_CS_trial4.xlsx
sub4,Falls,HB,2,D:\00-FLagship Project\SFU-IMU Dataset\IMU Dataset\sub4\Falls\AXJ_HB_trial2.xlsx
sub4,Falls,HB,3,D:\00-FLagship Project\SFU-IMU Dataset\IMU Dataset\sub4\Falls\AXJ_HB_trial3.xlsx
sub4,Falls,HB,4,D:\00-FLagship Project\SFU-IMU Dataset\IMU Dataset\sub4\Falls\AXJ_HB_trial4.xlsx
sub4,Falls,ITDS,1,D:\00-FLagship Project\SFU-IMU Dataset\IMU Dataset\sub4\Falls\AXJ_ITDS_trial1.xlsx
sub4,Falls,ITDS,2,D:\00-FLagship Project\SFU-IMU Dataset\IMU Dataset\sub4\Falls\AXJ_ITDS_trial2.xlsx
sub4,Falls,ITDS,3,D:\00-FLagship Project\SFU-IMU Dataset\IMU Dataset\sub4\Falls\AXJ_ITDS_trial3.xlsx
sub4,Falls,ITRS,1,D:\00-FLagship Project\SFU-IMU Dataset\IMU Dataset\sub4\Falls\AXJ_ITRS_trial1.xlsx
sub4,Falls,ITRS,2,D:\00-FLagship Project\SFU-IMU Dataset\IMU Dataset\sub4\Falls\AXJ_ITRS_trial2.xlsx
sub4,Falls,ITRS,5,D:\00-FLagship Project\SFU-IMU Dataset\IMU Dataset\sub4\Falls\AXJ_ITRS_trial5.xlsx
sub4,Falls,LCC,1,D:\00-FLagship Project\SFU-IMU Dataset\IMU Dataset\sub4\Falls\AXJ_LCC_trial1.xlsx
sub4,Falls,LCC,2,D:\00-FLagship Project\SFU-IMU Dataset\IMU Dataset\sub4\Falls\AXJ_LCC_trial2.xlsx
sub4,Falls,LCC,3,D:\00-FLagship Project\SFU-IMU Dataset\IMU Dataset\sub4\Falls\AXJ_LCC_trial3.xlsx
sub4,Falls,slip,1,D:\00-FLagship Project\SFU-IMU Dataset\IMU Dataset\sub4\Falls\AXJ_slip_trial1.xlsx
sub4,Falls,slip,4,D:\00-FLagship Project\SFU-IMU Dataset\IMU Dataset\sub4\Falls\AXJ_slip_trial4.xlsx
sub4,Falls,slip,5,D:\00-FLagship Project\SFU-IMU Dataset\IMU Dataset\sub4\Falls\AXJ_slip_trial5.xlsx
sub4,Falls,trip,1,D:\00-FLagship Project\SFU-IMU Dataset\IMU Dataset\sub4\Falls\AXJ_trip_trial1.xlsx
sub4,Falls,trip,3,D:\00-FLagship Project\SFU-IMU Dataset\IMU Dataset\sub4\Falls\AXJ_trip_trial3.xlsx
sub4,Falls,trip,4,D:\00-FLagship Project\SFU-IMU Dataset\IMU Dataset\sub4\Falls\AXJ_trip_trial4.xlsx
sub4,Near_Falls,CS,3,D:\00-FLagship Project\SFU-IMU Dataset\IMU Dataset\sub4\Near_Falls\AXJ_CS_trial3.xlsx
sub4,Near_Falls,CS,5,D:\00-FLagship Project\SFU-IMU Dataset\IMU Dataset\sub4\Near_Falls\AXJ_CS_trial5.xlsx
sub4,Near_Falls,CS,6,D:\00-FLagship Project\SFU-IMU Dataset\IMU Dataset\sub4\Near_Falls\AXJ_CS_trial6.xlsx
sub4,Near_Falls,HB,1,D:\00-FLagship Project\SFU-IMU Dataset\IMU Dataset\sub4\Near_Falls\AXJ_HB_trial1.xlsx
sub4,Near_Falls,HB,5,D:\00-FLagship Project\SFU-IMU Dataset\IMU Dataset\sub4\Near_Falls\AXJ_HB_trial5.xlsx
sub4,Near_Falls,HB,6,D:\00-FLagship Project\SFU-IMU Dataset\IMU Dataset\sub4\Near_Falls\AXJ_HB_trial6.xlsx
sub4,Near_Falls,ITRS,3,D:\00-FLagship Project\SFU-IMU Dataset\IMU Dataset\sub4\Near_Falls\AXJ_ITRS_trial3.xlsx
sub4,Near_Falls,ITRS,4,D:\00-FLagship Project\SFU-IMU Dataset\IMU Dataset\sub4\Near_Falls\AXJ_ITRS_trial4.xlsx
sub4,Near_Falls,ITRS,6,D:\00-FLagship Project\SFU-IMU Dataset\IMU Dataset\sub4\Near_Falls\AXJ_ITRS_trial6.xlsx
sub4,Near_Falls,slip,2,D:\00-FLagship Project\SFU-IMU Dataset\IMU Dataset\sub4\Near_Falls\AXJ_slip_trial2.xlsx
sub4,Near_Falls,slip,3,D:\00-FLagship Project\SFU-IMU Dataset\IMU Dataset\sub4\Near_Falls\AXJ_slip_trial3.xlsx
sub4,Near_Falls,slip,6,D:\00-FLagship Project\SFU-IMU Dataset\IMU Dataset\sub4\Near_Falls\AXJ_slip_trial6.xlsx
sub4,Near_Falls,trip,2,D:\00-FLagship Project\SFU-IMU Dataset\IMU Dataset\sub4\Near_Falls\AXJ_trip_trial2.xlsx
sub4,Near_Falls,trip,5,D:\00-FLagship Project\SFU-IMU Dataset\IMU Dataset\sub4\Near_Falls\AXJ_trip_trial5.xlsx
sub4,Near_Falls,trip,6,D:\00-FLagship Project\SFU-IMU Dataset\IMU Dataset\sub4\Near_Falls\AXJ_trip_trial6.xlsx
sub5,ADLs,AS,1,D:\00-FLagship Project\SFU-IMU Dataset\IMU Dataset\sub5\ADLs\AXJ_AS_trial1.xlsx
sub5,ADLs,AS,2,D:\00-FLagship Project\SFU-IMU Dataset\IMU Dataset\sub5\ADLs\AXJ_AS_trial2.xlsx
sub5,ADLs,AS,3,D:\00-FLagship Project\SFU-IMU Dataset\IMU Dataset\sub5\ADLs\AXJ_AS_trial3.xlsx
sub5,ADLs,DSL,1,D:\00-FLagship Project\SFU-IMU Dataset\IMU Dataset\sub5\ADLs\AXJ_DSL_trial1.xlsx
sub5,ADLs,DSL,2,D:\00-FLagship Project\SFU-IMU Dataset\IMU Dataset\sub5\ADLs\AXJ_DSL_trial2.xlsx
sub5,ADLs,DSL,3,D:\00-FLagship Project\SFU-IMU Dataset\IMU Dataset\sub5\ADLs\AXJ_DSL_trial3.xlsx
sub5,ADLs,DSS,1,D:\00-FLagship Project\SFU-IMU Dataset\IMU Dataset\sub5\ADLs\AXJ_DSS_trial1.xlsx
sub5,ADLs,DSS,2,D:\00-FLagship Project\SFU-IMU Dataset\IMU Dataset\sub5\ADLs\AXJ_DSS_trial2.xlsx
sub5,ADLs,DSS,3,D:\00-FLagship Project\SFU-IMU Dataset\IMU Dataset\sub5\ADLs\AXJ_DSS_trial3.xlsx
sub5,ADLs,DS,1,D:\00-FLagship Project\SFU-IMU Dataset\IMU Dataset\sub5\ADLs\AXJ_DS_trial1.xlsx
sub5,ADLs,DS,2,D:\00-FLagship Project\SFU-IMU Dataset\IMU Dataset\sub5\ADLs\AXJ_DS_trial2.xlsx
sub5,ADLs,DS,3,D:\00-FLagship Project\SFU-IMU Dataset\IMU Dataset\sub5\ADLs\AXJ_DS_trial3.xlsx
sub5,ADLs,NW,1,D:\00-FLagship Project\SFU-IMU Dataset\IMU Dataset\sub5\ADLs\AXJ_NW_trial1.xlsx
sub5,ADLs,NW,2,D:\00-FLagship Project\SFU-IMU Dataset\IMU Dataset\sub5\ADLs\AXJ_NW_trial2.xlsx
sub5,ADLs,NW,3,D:\00-FLagship Project\SFU-IMU Dataset\IMU Dataset\sub5\ADLs\AXJ_NW_trial3.xlsx
sub5,ADLs,POG,1,D:\00-FLagship Project\SFU-IMU Dataset\IMU Dataset\sub5\ADLs\AXJ_POG_trial1.xlsx
sub5,ADLs,POG,2,D:\00-FLagship Project\SFU-IMU Dataset\IMU Dataset\sub5\ADLs\AXJ_POG_trial2.xlsx
sub5,ADLs,POG,3,D:\00-FLagship Project\SFU-IMU Dataset\IMU Dataset\sub5\ADLs\AXJ_POG_trial3.xlsx
sub5,ADLs,RSS,1,D:\00-FLagship Project\SFU-IMU Dataset\IMU Dataset\sub5\ADLs\AXJ_RSS_trial1.xlsx
sub5,ADLs,RSS,2,D:\00-FLagship Project\SFU-IMU Dataset\IMU Dataset\sub5\ADLs\AXJ_RSS_trial2.xlsx
sub5,ADLs,RSS,3,D:\00-FLagship Project\SFU-IMU Dataset\IMU Dataset\sub5\ADLs\AXJ_RSS_trial3.xlsx
sub5,ADLs,SQ,1,D:\00-FLagship Project\SFU-IMU Dataset\IMU Dataset\sub5\ADLs\AXJ_SQ_trial1.xlsx
sub5,ADLs,SQ,2,D:\00-FLagship Project\SFU-IMU Dataset\IMU Dataset\sub5\ADLs\AXJ_SQ_trial2.xlsx
sub5,ADLs,SQ,3,D:\00-FLagship Project\SFU-IMU Dataset\IMU Dataset\sub5\ADLs\AXJ_SQ_trial3.xlsx
sub5,Falls,HB,2,D:\00-FLagship Project\SFU-IMU Dataset\IMU Dataset\sub5\Falls\AXJ_HB_trial2.xlsx
sub5,Falls,HB,3,D:\00-FLagship Project\SFU-IMU Dataset\IMU Dataset\sub5\Falls\AXJ_HB_trial3.xlsx
sub5,Falls,HB,6,D:\00-FLagship Project\SFU-IMU Dataset\IMU Dataset\sub5\Falls\AXJ_HB_trial6.xlsx
sub5,Falls,ITDS,1,D:\00-FLagship Project\SFU-IMU Dataset\IMU Dataset\sub5\Falls\AXJ_ITDS_trial1.xlsx
sub5,Falls,ITDS,2,D:\00-FLagship Project\SFU-IMU Dataset\IMU Dataset\sub5\Falls\AXJ_ITDS_trial2.xlsx
sub5,Falls,ITDS,3,D:\00-FLagship Project\SFU-IMU Dataset\IMU Dataset\sub5\Falls\AXJ_ITDS_trial3.xlsx
sub5,Falls,ITRS,1,D:\00-FLagship Project\SFU-IMU Dataset\IMU Dataset\sub5\Falls\AXJ_ITRS_trial1.xlsx
sub5,Falls,ITRS,2,D:\00-FLagship Project\SFU-IMU Dataset\IMU Dataset\sub5\Falls\AXJ_ITRS_trial2.xlsx
sub5,Falls,ITRS,4,D:\00-FLagship Project\SFU-IMU Dataset\IMU Dataset\sub5\Falls\AXJ_ITRS_trial4.xlsx
sub5,Falls,LCC,1,D:\00-FLagship Project\SFU-IMU Dataset\IMU Dataset\sub5\Falls\AXJ_LCC_trial1.xlsx
sub5,Falls,LCC,2,D:\00-FLagship Project\SFU-IMU Dataset\IMU Dataset\sub5\Falls\AXJ_LCC_trial2.xlsx
sub5,Falls,LCC,3,D:\00-FLagship Project\SFU-IMU Dataset\IMU Dataset\sub5\Falls\AXJ_LCC_trial3.xlsx
sub5,Falls,trip,1,D:\00-FLagship Project\SFU-IMU Dataset\IMU Dataset\sub5\Falls\AXJ_trip_trial1.xlsx
sub5,Falls,trip,3,D:\00-FLagship Project\SFU-IMU Dataset\IMU Dataset\sub5\Falls\AXJ_trip_trial3.xlsx
sub5,Falls,trip,4,D:\00-FLagship Project\SFU-IMU Dataset\IMU Dataset\sub5\Falls\AXJ_trip_trial4.xlsx
sub5,Falls,CS,1,D:\00-FLagship Project\SFU-IMU Dataset\IMU Dataset\sub5\Falls\EXA_CS_trial1.xlsx
sub5,Falls,CS,2,D:\00-FLagship Project\SFU-IMU Dataset\IMU Dataset\sub5\Falls\EXA_CS_trial2.xlsx
sub5,Falls,CS,4,D:\00-FLagship Project\SFU-IMU Dataset\IMU Dataset\sub5\Falls\EXA_CS_trial4.xlsx
sub5,Falls,slip,1,D:\00-FLagship Project\SFU-IMU Dataset\IMU Dataset\sub5\Falls\EXA_slip_trial1.xlsx
sub5,Falls,slip,2,D:\00-FLagship Project\SFU-IMU Dataset\IMU Dataset\sub5\Falls\EXA_slip_trial2.xlsx
sub5,Falls,slip,6,D:\00-FLagship Project\SFU-IMU Dataset\IMU Dataset\sub5\Falls\EXA_slip_trial6.xlsx
sub5,Near_Falls,HB,1,D:\00-FLagship Project\SFU-IMU Dataset\IMU Dataset\sub5\Near_Falls\AXJ_HB_trial1.xlsx
sub5,Near_Falls,HB,4,D:\00-FLagship Project\SFU-IMU Dataset\IMU Dataset\sub5\Near_Falls\AXJ_HB_trial4.xlsx
sub5,Near_Falls,HB,5,D:\00-FLagship Project\SFU-IMU Dataset\IMU Dataset\sub5\Near_Falls\AXJ_HB_trial5.xlsx
sub5,Near_Falls,ITRS,3,D:\00-FLagship Project\SFU-IMU Dataset\IMU Dataset\sub5\Near_Falls\AXJ_ITRS_trial3.xlsx
sub5,Near_Falls,ITRS,5,D:\00-FLagship Project\SFU-IMU Dataset\IMU Dataset\sub5\Near_Falls\AXJ_ITRS_trial5.xlsx
sub5,Near_Falls,ITRS,6,D:\00-FLagship Project\SFU-IMU Dataset\IMU Dataset\sub5\Near_Falls\AXJ_ITRS_trial6.xlsx
sub5,Near_Falls,trip,2,D:\00-FLagship Project\SFU-IMU Dataset\IMU Dataset\sub5\Near_Falls\AXJ_trip_trial2.xlsx
sub5,Near_Falls,trip,5,D:\00-FLagship Project\SFU-IMU Dataset\IMU Dataset\sub5\Near_Falls\AXJ_trip_trial5.xlsx
sub5,Near_Falls,trip,6,D:\00-FLagship Project\SFU-IMU Dataset\IMU Dataset\sub5\Near_Falls\AXJ_trip_trial6.xlsx
sub5,Near_Falls,CS,3,D:\00-FLagship Project\SFU-IMU Dataset\IMU Dataset\sub5\Near_Falls\EXA_CS_trial3.xlsx
sub5,Near_Falls,CS,5,D:\00-FLagship Project\SFU-IMU Dataset\IMU Dataset\sub5\Near_Falls\EXA_CS_trial5.xlsx
sub5,Near_Falls,CS,6,D:\00-FLagship Project\SFU-IMU Dataset\IMU Dataset\sub5\Near_Falls\EXA_CS_trial6.xlsx
sub5,Near_Falls,slip,3,D:\00-FLagship Project\SFU-IMU Dataset\IMU Dataset\sub5\Near_Falls\EXA_slip_trial3.xlsx
sub5,Near_Falls,slip,4,D:\00-FLagship Project\SFU-IMU Dataset\IMU Dataset\sub5\Near_Falls\EXA_slip_trial4.xlsx
sub5,Near_Falls,slip,5,D:\00-FLagship Project\SFU-IMU Dataset\IMU Dataset\sub5\Near_Falls\EXA_slip_trial5.xlsx
sub6,ADLs,AS,1,D:\00-FLagship Project\SFU-IMU Dataset\IMU Dataset\sub6\ADLs\AXM_AS_trial1.xlsx
sub6,ADLs,AS,2,D:\00-FLagship Project\SFU-IMU Dataset\IMU Dataset\sub6\ADLs\AXM_AS_trial2.xlsx
sub6,ADLs,AS,3,D:\00-FLagship Project\SFU-IMU Dataset\IMU Dataset\sub6\ADLs\AXM_AS_trial3.xlsx
sub6,ADLs,DSL,1,D:\00-FLagship Project\SFU-IMU Dataset\IMU Dataset\sub6\ADLs\AXM_DSL_trial1.xlsx
sub6,ADLs,DSL,2,D:\00-FLagship Project\SFU-IMU Dataset\IMU Dataset\sub6\ADLs\AXM_DSL_trial2.xlsx
sub6,ADLs,DSL,3,D:\00-FLagship Project\SFU-IMU Dataset\IMU Dataset\sub6\ADLs\AXM_DSL_trial3.xlsx
sub6,ADLs,DSS,1,D:\00-FLagship Project\SFU-IMU Dataset\IMU Dataset\sub6\ADLs\AXM_DSS_trial1.xlsx
sub6,ADLs,DSS,2,D:\00-FLagship Project\SFU-IMU Dataset\IMU Dataset\sub6\ADLs\AXM_DSS_trial2.xlsx
sub6,ADLs,DSS,3,D:\00-FLagship Project\SFU-IMU Dataset\IMU Dataset\sub6\ADLs\AXM_DSS_trial3.xlsx
sub6,ADLs,DS,1,D:\00-FLagship Project\SFU-IMU Dataset\IMU Dataset\sub6\ADLs\AXM_DS_trial1.xlsx
sub6,ADLs,DS,2,D:\00-FLagship Project\SFU-IMU Dataset\IMU Dataset\sub6\ADLs\AXM_DS_trial2.xlsx
sub6,ADLs,DS,3,D:\00-FLagship Project\SFU-IMU Dataset\IMU Dataset\sub6\ADLs\AXM_DS_trial3.xlsx
sub6,ADLs,NW,1,D:\00-FLagship Project\SFU-IMU Dataset\IMU Dataset\sub6\ADLs\AXM_NW_trial1.xlsx
sub6,ADLs,NW,2,D:\00-FLagship Project\SFU-IMU Dataset\IMU Dataset\sub6\ADLs\AXM_NW_trial2.xlsx
sub6,ADLs,NW,3,D:\00-FLagship Project\SFU-IMU Dataset\IMU Dataset\sub6\ADLs\AXM_NW_trial3.xlsx
sub6,ADLs,POG,1,D:\00-FLagship Project\SFU-IMU Dataset\IMU Dataset\sub6\ADLs\AXM_POG_trial1.xlsx
sub6,ADLs,POG,2,D:\00-FLagship Project\SFU-IMU Dataset\IMU Dataset\sub6\ADLs\AXM_POG_trial2.xlsx
sub6,ADLs,POG,3,D:\00-FLagship Project\SFU-IMU Dataset\IMU Dataset\sub6\ADLs\AXM_POG_trial3.xlsx
sub6,ADLs,RSS,1,D:\00-FLagship Project\SFU-IMU Dataset\IMU Dataset\sub6\ADLs\AXM_RSS_trial1.xlsx
sub6,ADLs,RSS,2,D:\00-FLagship Project\SFU-IMU Dataset\IMU Dataset\sub6\ADLs\AXM_RSS_trial2.xlsx
sub6,ADLs,RSS,3,D:\00-FLagship Project\SFU-IMU Dataset\IMU Dataset\sub6\ADLs\AXM_RSS_trial3.xlsx
sub6,ADLs,SQ,1,D:\00-FLagship Project\SFU-IMU Dataset\IMU Dataset\sub6\ADLs\AXM_SQ_trial1.xlsx
sub6,ADLs,SQ,2,D:\00-FLagship Project\SFU-IMU Dataset\IMU Dataset\sub6\ADLs\AXM_SQ_trial2.xlsx
sub6,ADLs,SQ,3,D:\00-FLagship Project\SFU-IMU Dataset\IMU Dataset\sub6\ADLs\AXM_SQ_trial3.xlsx
sub6,Falls,CS,1,D:\00-FLagship Project\SFU-IMU Dataset\IMU Dataset\sub6\Falls\AXM_CS_trial1.xlsx
sub6,Falls,CS,2,D:\00-FLagship Project\SFU-IMU Dataset\IMU Dataset\sub6\Falls\AXM_CS_trial2.xlsx
sub6,Falls,CS,4,D:\00-FLagship Project\SFU-IMU Dataset\IMU Dataset\sub6\Falls\AXM_CS_trial4.xlsx
sub6,Falls,HB,1,D:\00-FLagship Project\SFU-IMU Dataset\IMU Dataset\sub6\Falls\AXM_HB_trial1.xlsx
sub6,Falls,HB,4,D:\00-FLagship Project\SFU-IMU Dataset\IMU Dataset\sub6\Falls\AXM_HB_trial4.xlsx
sub6,Falls,HB,5,D:\00-FLagship Project\SFU-IMU Dataset\IMU Dataset\sub6\Falls\AXM_HB_trial5.xlsx
sub6,Falls,ITDS,1,D:\00-FLagship Project\SFU-IMU Dataset\IMU Dataset\sub6\Falls\AXM_ITDS_trial1.xlsx
sub6,Falls,ITDS,2,D:\00-FLagship Project\SFU-IMU Dataset\IMU Dataset\sub6\Falls\AXM_ITDS_trial2.xlsx
sub6,Falls,ITDS,3,D:\00-FLagship Project\SFU-IMU Dataset\IMU Dataset\sub6\Falls\AXM_ITDS_trial3.xlsx
sub6,Falls,ITRS,1,D:\00-FLagship Project\SFU-IMU Dataset\IMU Dataset\sub6\Falls\AXM_ITRS_trial1.xlsx
sub6,Falls,ITRS,3,D:\00-FLagship Project\SFU-IMU Dataset\IMU Dataset\sub6\Falls\AXM_ITRS_trial3.xlsx
sub6,Falls,ITRS,4,D:\00-FLagship Project\SFU-IMU Dataset\IMU Dataset\sub6\Falls\AXM_ITRS_trial4.xlsx
sub6,Falls,LCC,1,D:\00-FLagship Project\SFU-IMU Dataset\IMU Dataset\sub6\Falls\AXM_LCC_trial1.xlsx
sub6,Falls,LCC,2,D:\00-FLagship Project\SFU-IMU Dataset\IMU Dataset\sub6\Falls\AXM_LCC_trial2.xlsx
sub6,Falls,LCC,3,D:\00-FLagship Project\SFU-IMU Dataset\IMU Dataset\sub6\Falls\AXM_LCC_trial3.xlsx
sub6,Falls,slip,1,D:\00-FLagship Project\SFU-IMU Dataset\IMU Dataset\sub6\Falls\AXM_slip_trial1.xlsx
sub6,Falls,slip,2,D:\00-FLagship Project\SFU-IMU Dataset\IMU Dataset\sub6\Falls\AXM_slip_trial2.xlsx
sub6,Falls,slip,6,D:\00-FLagship Project\SFU-IMU Dataset\IMU Dataset\sub6\Falls\AXM_slip_trial6.xlsx
sub6,Falls,trip,2,D:\00-FLagship Project\SFU-IMU Dataset\IMU Dataset\sub6\Falls\AXM_trip_trial2.xlsx
sub6,Falls,trip,3,D:\00-FLagship Project\SFU-IMU Dataset\IMU Dataset\sub6\Falls\AXM_trip_trial3.xlsx
sub6,Falls,trip,4,D:\00-FLagship Project\SFU-IMU Dataset\IMU Dataset\sub6\Falls\AXM_trip_trial4.xlsx
sub6,Near_Falls,CS,3,D:\00-FLagship Project\SFU-IMU Dataset\IMU Dataset\sub6\Near_Falls\AXM_CS_trial3.xlsx
sub6,Near_Falls,CS,5,D:\00-FLagship Project\SFU-IMU Dataset\IMU Dataset\sub6\Near_Falls\AXM_CS_trial5.xlsx
sub6,Near_Falls,CS,6,D:\00-FLagship Project\SFU-IMU Dataset\IMU Dataset\sub6\Near_Falls\AXM_CS_trial6.xlsx
sub6,Near_Falls,HB,2,D:\00-FLagship Project\SFU-IMU Dataset\IMU Dataset\sub6\Near_Falls\AXM_HB_trial2.xlsx
sub6,Near_Falls,HB,3,D:\00-FLagship Project\SFU-IMU Dataset\IMU Dataset\sub6\Near_Falls\AXM_HB_trial3.xlsx
sub6,Near_Falls,HB,6,D:\00-FLagship Project\SFU-IMU Dataset\IMU Dataset\sub6\Near_Falls\AXM_HB_trial6.xlsx
sub6,Near_Falls,ITRS,2,D:\00-FLagship Project\SFU-IMU Dataset\IMU Dataset\sub6\Near_Falls\AXM_ITRS_trial2.xlsx
sub6,Near_Falls,ITRS,5,D:\00-FLagship Project\SFU-IMU Dataset\IMU Dataset\sub6\Near_Falls\AXM_ITRS_trial5.xlsx
sub6,Near_Falls,ITRS,6,D:\00-FLagship Project\SFU-IMU Dataset\IMU Dataset\sub6\Near_Falls\AXM_ITRS_trial6.xlsx
sub6,Near_Falls,slip,3,D:\00-FLagship Project\SFU-IMU Dataset\IMU Dataset\sub6\Near_Falls\AXM_slip_trial3.xlsx
sub6,Near_Falls,slip,4,D:\00-FLagship Project\SFU-IMU Dataset\IMU Dataset\sub6\Near_Falls\AXM_slip_trial4.xlsx
sub6,Near_Falls,slip,5,D:\00-FLagship Project\SFU-IMU Dataset\IMU Dataset\sub6\Near_Falls\AXM_slip_trial5.xlsx
sub6,Near_Falls,trip,1,D:\00-FLagship Project\SFU-IMU Dataset\IMU Dataset\sub6\Near_Falls\AXM_trip_trial1.xlsx
sub6,Near_Falls,trip,5,D:\00-FLagship Project\SFU-IMU Dataset\IMU Dataset\sub6\Near_Falls\AXM_trip_trial5.xlsx
sub6,Near_Falls,trip,6,D:\00-FLagship Project\SFU-IMU Dataset\IMU Dataset\sub6\Near_Falls\AXM_trip_trial6.xlsx
sub7,ADLs,AS,1,D:\00-FLagship Project\SFU-IMU Dataset\IMU Dataset\sub7\ADLs\HXE_AS_trial1.xlsx
sub7,ADLs,AS,2,D:\00-FLagship Project\SFU-IMU Dataset\IMU Dataset\sub7\ADLs\HXE_AS_trial2.xlsx
sub7,ADLs,AS,3,D:\00-FLagship Project\SFU-IMU Dataset\IMU Dataset\sub7\ADLs\HXE_AS_trial3.xlsx
sub7,ADLs,DSL,1,D:\00-FLagship Project\SFU-IMU Dataset\IMU Dataset\sub7\ADLs\HXE_DSL_trial1.xlsx
sub7,ADLs,DSL,2,D:\00-FLagship Project\SFU-IMU Dataset\IMU Dataset\sub7\ADLs\HXE_DSL_trial2.xlsx
sub7,ADLs,DSL,3,D:\00-FLagship Project\SFU-IMU Dataset\IMU Dataset\sub7\ADLs\HXE_DSL_trial3.xlsx
sub7,ADLs,DSS,1,D:\00-FLagship Project\SFU-IMU Dataset\IMU Dataset\sub7\ADLs\HXE_DSS_trial1.xlsx
sub7,ADLs,DSS,2,D:\00-FLagship Project\SFU-IMU Dataset\IMU Dataset\sub7\ADLs\HXE_DSS_trial2.xlsx
sub7,ADLs,DSS,3,D:\00-FLagship Project\SFU-IMU Dataset\IMU Dataset\sub7\ADLs\HXE_DSS_trial3.xlsx
sub7,ADLs,DS,1,D:\00-FLagship Project\SFU-IMU Dataset\IMU Dataset\sub7\ADLs\HXE_DS_trial1.xlsx
sub7,ADLs,DS,2,D:\00-FLagship Project\SFU-IMU Dataset\IMU Dataset\sub7\ADLs\HXE_DS_trial2.xlsx
sub7,ADLs,DS,3,D:\00-FLagship Project\SFU-IMU Dataset\IMU Dataset\sub7\ADLs\HXE_DS_trial3.xlsx
sub7,ADLs,NW,1,D:\00-FLagship Project\SFU-IMU Dataset\IMU Dataset\sub7\ADLs\HXE_NW_trial1.xlsx
sub7,ADLs,NW,2,D:\00-FLagship Project\SFU-IMU Dataset\IMU Dataset\sub7\ADLs\HXE_NW_trial2.xlsx
sub7,ADLs,NW,3,D:\00-FLagship Project\SFU-IMU Dataset\IMU Dataset\sub7\ADLs\HXE_NW_trial3.xlsx
sub7,ADLs,POG,1,D:\00-FLagship Project\SFU-IMU Dataset\IMU Dataset\sub7\ADLs\HXE_POG_trial1.xlsx
sub7,ADLs,POG,2,D:\00-FLagship Project\SFU-IMU Dataset\IMU Dataset\sub7\ADLs\HXE_POG_trial2.xlsx
sub7,ADLs,POG,3,D:\00-FLagship Project\SFU-IMU Dataset\IMU Dataset\sub7\ADLs\HXE_POG_trial3.xlsx
sub7,ADLs,RSS,1,D:\00-FLagship Project\SFU-IMU Dataset\IMU Dataset\sub7\ADLs\HXE_RSS_trial1.xlsx
sub7,ADLs,RSS,2,D:\00-FLagship Project\SFU-IMU Dataset\IMU Dataset\sub7\ADLs\HXE_RSS_trial2.xlsx
sub7,ADLs,RSS,3,D:\00-FLagship Project\SFU-IMU Dataset\IMU Dataset\sub7\ADLs\HXE_RSS_trial3.xlsx
sub7,ADLs,SQ,1,D:\00-FLagship Project\SFU-IMU Dataset\IMU Dataset\sub7\ADLs\HXE_SQ_trial1.xlsx
sub7,ADLs,SQ,2,D:\00-FLagship Project\SFU-IMU Dataset\IMU Dataset\sub7\ADLs\HXE_SQ_trial2.xlsx
